Student ID,Gender,Age,School,math_score,reading_score,writing_score,class_performance
2538,Female,21,D,92,98,88,A
2539,Female,18,A,67,48,46,F
2540,Female,18,D,52,54,40,F
2541,Male,19,D,,63,91,D
2542,Male,17,A,33,50,83,F
2543,Male,19,C,66,53,61,D
2544,Male,18,D,77,32,49,F
2545,Male,20,D,78,93,73,B
2546,Male,20,A,80,26,42,F
2547,Female,17,D,79,71,74,C
2548,Female,18,C,90,98,86,A
2549,Male,21,E,70,54,45,F
2550,Female,18,D,56,,70,C
2551,Female,19,B,74,93,38,D
2552,Male,21,D,62,84,68,C
2553,Male,17,B,37,86,59,D
2554,Male,20,A,56,91,79,C
2555,Male,18,A,93,90,51,C
2556,Female,21,C,99,33,48,D
2557,Female,19,E,60,85,59,D
2558,Male,19,B,89,68,89,B
2559,Female,18,A,46,54,94,D
2560,Male,17,B,25,98,,D
2561,Female,20,C,78,60,64,D
2562,Male,18,B,53,91,37,D
2563,Male,20,A,45,48,91,D
2564,Female,18,C,79,64,54,D
2565,Female,19,B,29,98,,D
2566,Female,20,E,84,68,99,B
2567,Male,21,D,38,42,51,F
2568,Female,18,B,49,86,46,D
2569,Male,21,B,33,49,86,F
2570,Female,17,C,71,100,50,C
2571,Male,19,D,49,98,29,F
2572,Male,17,B,,95,88,A
2573,Male,20,D,83,95,64,B
2574,Female,17,C,94,91,,B
2575,Male,20,B,59,90,51,D
2576,Female,18,E,88,33,74,D
2577,Female,17,C,43,79,48,F
2578,Female,18,C,94,,99,B
2579,Female,20,B,26,44,50,F
2580,Female,21,B,54,44,53,F
2581,Male,20,E,74,73,66,C
2582,Male,20,D,65,,43,D
2583,Male,19,C,43,91,66,D
2584,Female,20,B,,31,86,D
2585,Female,18,C,61,43,38,F
2586,Male,21,E,79,48,52,F
2587,Male,18,C,81,32,83,D
2588,Male,21,E,,84,67,C
2589,Male,20,E,46,42,37,F
2590,Female,19,D,44,75,91,C
2591,Male,18,B,81,56,96,C
2592,Male,17,D,,37,30,F
2593,Male,17,E,79,84,94,B
2594,Female,20,C,,76,51,F
2595,Female,18,D,94,39,59,D
2596,Male,18,C,48,41,48,F
2597,Male,21,B,32,55,30,F
2598,Female,19,C,89,54,32,F
2599,Male,19,D,62,86,55,D
2600,Female,21,D,46,38,58,F
2601,Male,17,C,77,51,63,D
2602,Female,18,D,79,31,41,F
2603,Male,21,E,69,71,52,D
2604,Male,17,E,59,73,79,C
2605,Male,20,B,51,41,66,F
2606,Male,18,A,,63,74,C
2607,Male,19,B,6,52,100,C
2608,Male,19,C,37,,48,F
2609,Male,21,B,32,41,33,F
2610,Male,17,E,83,41,27,F
2611,Male,18,A,35,65,43,F
2612,Female,18,B,41,29,69,F
2613,Female,18,E,92,85,78,B
2614,Male,17,B,65,81,,C
2615,Male,17,D,48,75,38,F
2616,Female,19,B,61,70,33,F
2617,Male,20,E,60,73,87,C
2618,Female,17,E,85,31,71,D
2619,Female,17,A,41,43,91,F
2620,Male,17,B,94,30,60,D
2621,Female,19,D,,97,99,C
2622,Female,21,E,42,36,73,F
2623,Female,19,A,97,49,55,D
2624,Male,18,E,28,94,35,F
2625,Female,20,E,95,77,48,C
2626,Female,17,E,86,65,47,D
2627,Male,17,B,70,40,27,F
2628,Male,21,D,25,,38,F
2629,Male,19,C,27,36,,F
2630,Male,19,E,45,,83,C
2631,Female,20,A,53,54,72,F
2632,Female,21,D,60,65,34,F
2633,Male,19,B,55,90,28,F
2634,Male,21,B,51,72,29,F
2635,Female,20,E,41,86,36,F
2636,Male,17,E,91,72,60,C
2637,Female,17,B,74,,84,C
2638,Male,17,E,87,95,57,C
2639,Female,21,C,84,37,62,D
2640,Male,19,A,30,53,75,F
2641,Male,21,B,96,33,29,F
2642,Male,17,C,28,61,75,F
2643,Female,18,A,68,30,31,F
2644,Male,20,E,70,50,84,D
2645,Male,19,C,32,66,69,F
2646,Male,20,A,52,33,95,D
2647,Male,20,A,29,74,41,F
2648,Male,18,C,50,34,36,F
2649,Female,20,E,45,42,98,D
2650,Male,20,B,86,63,45,D
2651,Female,17,A,35,92,75,D
2652,Male,19,C,,93,27,D
2653,Female,18,C,95,37,28,F
2654,Male,20,D,94,67,35,D
2655,Male,20,B,63,47,31,F
2656,Female,19,D,85,51,63,D
2657,Female,18,A,50,59,40,F
2658,Male,18,A,63,,73,D
2659,Female,21,E,71,87,77,C
2660,Male,17,E,77,79,92,B
2661,Female,17,E,49,39,79,F
2662,Male,21,C,,38,48,F
2663,Female,21,B,44,94,34,F
2664,Male,18,D,41,71,95,D
2665,Female,21,E,51,41,44,F
2666,Female,21,A,33,52,29,F
2667,Male,19,A,75,99,48,C
2668,Female,18,B,39,78,,F
2669,Male,21,B,55,91,62,D
2670,Male,19,B,28,86,84,D
2671,Female,20,E,87,96,73,B
2672,Female,20,A,26,96,86,D
2673,Female,18,E,50,98,35,D
2674,Female,17,B,100,49,43,D
2675,Male,18,B,65,36,39,F
2676,Male,20,D,96,86,88,A
2677,Male,21,C,89,,46,D
2678,Female,17,C,57,44,41,F
2679,Female,18,C,66,87,68,C
2680,Male,18,B,85,,47,D
2681,Male,17,B,69,51,33,F
2682,Male,20,D,58,86,71,C
2683,Male,17,B,36,44,90,F
2684,Male,17,E,25,79,60,F
2685,Female,18,E,100,65,39,D
2686,Male,19,D,43,27,53,F
2687,Male,20,E,40,99,35,F
2688,Male,21,A,56,56,99,C
2689,Male,19,D,,80,95,C
2690,Female,21,D,34,46,26,F
2691,Female,20,D,41,,66,D
2692,Female,17,A,90,66,58,C
2693,Female,20,B,86,40,,D
2694,Female,21,D,42,,89,C
2695,Female,17,D,56,82,31,F
2696,Male,18,A,55,88,,D
2697,Female,21,E,60,64,86,C
2698,Male,18,D,64,63,,F
2699,Male,18,D,38,34,72,F
2700,Female,18,B,80,54,63,D
2701,Male,20,C,69,80,38,D
2702,Female,19,D,39,83,44,F
2703,Female,20,E,90,81,50,C
2704,Female,17,A,48,58,55,F
2705,Female,17,D,60,75,49,D
2706,Female,20,E,25,,92,D
2707,Male,21,D,60,79,75,C
2708,Male,18,A,80,,82,C
2709,Female,20,D,78,54,26,F
2710,Female,20,D,100,69,33,D
2711,Male,17,D,25,72,,D
2712,Male,20,E,27,68,100,D
2713,Male,20,A,74,71,84,C
2714,Male,21,C,85,71,31,D
2715,Female,18,C,67,84,52,D
2716,Male,19,D,36,96,67,D
2717,Female,21,C,42,29,59,F
2718,Female,18,C,58,89,33,D
2719,Female,21,C,,69,60,F
2720,Male,18,B,37,51,82,F
2721,Female,17,C,31,71,57,F
2722,Female,17,D,84,35,80,D
2723,Male,20,C,45,59,66,F
2724,Male,18,B,49,29,88,F
2725,Female,19,A,,73,41,F
2726,Female,19,E,87,69,85,B
2727,Male,21,A,85,,64,B
2728,Male,21,C,36,27,28,F
2729,Male,17,D,69,42,60,F
2730,Male,21,D,81,45,44,F
2731,Male,21,A,96,37,,C
2732,Female,21,B,64,40,,F
2733,Female,20,A,98,66,83,B
2734,Female,20,D,78,86,82,B
2735,Male,21,B,48,27,83,F
2736,Male,17,D,100,76,69,B
2737,Male,17,A,61,88,92,B
2738,Female,19,C,43,80,44,F
2739,Female,17,D,84,46,32,F
2740,Male,18,D,73,56,,C
2741,Male,19,E,,68,45,D
2742,Male,21,B,79,45,,F
2743,Female,21,C,25,86,96,D
2744,Female,19,A,66,56,86,D
2745,Male,21,A,33,6,27,F
2746,Male,20,D,48,26,24,F
2747,Male,19,A,75,35,35,F
2748,Male,18,B,42,89,33,F
2749,Female,17,E,61,95,58,C
2750,Male,20,C,82,78,72,C
2751,Male,20,B,68,99,68,C
2752,Male,21,E,72,27,35,F
2753,Female,20,D,65,95,70,C
2754,Female,17,C,58,39,72,F
2755,Male,21,D,58,90,93,B
2756,Female,18,C,82,90,47,C
2757,Male,19,A,28,93,56,F
2758,Male,21,C,28,93,47,F
2759,Female,19,D,52,62,59,F
2760,Male,17,A,52,64,49,F
2761,Female,17,C,42,90,26,F
2762,Male,17,A,34,82,87,D
2763,Male,21,A,45,81,99,C
2764,Female,19,B,40,87,62,D
2765,Female,20,A,100,33,48,D
2766,Female,20,E,85,54,,D
2767,Male,18,E,99,85,48,C
2768,Male,21,E,99,84,37,C
2769,Male,21,A,74,68,93,C
2770,Female,19,D,52,69,90,C
2771,Female,21,B,73,95,70,C
2772,Female,19,A,74,84,89,B
2773,Female,20,C,88,26,55,F
2774,Male,17,A,76,75,27,F
2775,Female,20,C,27,72,57,F
2776,Male,20,E,49,83,,D
2777,Male,21,A,92,,59,D
2778,Female,17,C,88,56,,C
2779,Female,19,D,71,51,62,D
2780,Male,17,C,,33,49,F
2781,Male,20,D,41,92,34,F
2782,Male,20,C,85,100,91,A
2783,Female,17,C,87,58,33,F
2784,Male,18,E,46,69,88,D
2785,Female,21,A,37,94,76,D
2786,Male,17,B,66,52,71,D
2787,Male,18,A,66,79,58,D
2788,Male,17,A,79,7,68,C
2789,Male,17,A,41,79,42,F
2790,Male,21,B,50,99,88,C
2791,Female,21,B,74,38,73,D
2792,Male,17,E,69,85,33,D
2793,Female,18,C,85,65,82,C
2794,Male,18,C,85,31,50,F
2795,Male,21,D,91,44,89,C
2796,Male,18,A,40,26,77,F
2797,Female,18,E,81,45,59,D
2798,Male,21,B,64,73,46,D
2799,Male,19,B,68,73,92,C
2800,Male,17,A,37,56,87,D
2801,Female,18,E,35,71,90,D
2802,Male,19,B,28,35,56,F
2803,Female,18,E,44,31,39,F
2804,Female,19,D,90,58,38,D
2805,Female,21,A,45,50,70,F
2806,Female,19,B,84,35,39,F
2807,Female,19,C,52,55,33,F
2808,Male,18,D,91,33,61,D
2809,Female,21,E,71,48,39,F
2810,Male,20,B,91,97,53,B
2811,Male,17,D,38,35,26,F
2812,Female,20,B,92,93,69,B
2813,Male,21,C,45,71,70,D
2814,Female,20,E,50,97,,C
2815,Female,19,E,32,30,40,F
2816,Female,21,A,56,74,26,F
2817,Male,18,A,97,48,75,C
2818,Male,21,A,,93,81,C
2819,Female,18,B,63,44,84,D
2820,Female,20,E,67,78,27,F
2821,Male,17,E,95,37,74,D
2822,Male,18,B,91,94,56,B
2823,Male,18,D,56,58,52,F
2824,Male,20,A,72,51,66,D
2825,Female,17,A,85,96,,C
2826,Female,19,E,96,95,98,A
2827,Female,20,E,59,67,63,D
2828,Male,20,C,60,99,68,C
2829,Female,21,C,55,90,61,D
2830,Male,17,C,99,94,87,A
2831,Female,19,C,66,,32,F
2832,Female,19,A,65,46,,F
2833,Female,20,D,54,46,98,D
2834,Male,18,A,66,,95,C
2835,Male,19,B,48,56,60,F
2836,Female,17,A,61,55,31,F
2837,Male,18,D,41,36,93,F
2838,Male,18,A,73,79,,C
2839,Female,21,B,77,99,88,B
2840,Female,18,B,64,59,25,F
2841,Female,18,D,44,77,36,F
2842,Male,21,A,71,90,76,C
2843,Female,17,B,36,79,89,D
2844,Male,21,C,54,67,75,D
2845,Male,21,E,57,32,97,D
2846,Male,17,A,91,84,40,C
2847,Male,17,B,77,92,52,C
2848,Male,17,A,28,28,100,F
2849,Female,19,B,93,34,39,F
2850,Male,18,A,92,91,40,C
2851,Male,18,B,88,56,49,D
2852,Male,19,E,70,29,83,D
2853,Male,20,C,41,34,57,F
2854,Female,18,A,39,56,64,F
2855,Female,17,A,50,95,29,F
2856,Female,18,B,92,69,57,C
2857,Male,21,A,92,81,73,B
2858,Female,17,B,36,53,56,F
2859,Male,17,E,28,92,67,D
2860,Male,18,B,88,65,94,B
2861,Male,20,C,100,52,50,D
2862,Female,20,B,51,59,68,F
2863,Female,17,E,99,42,43,D
2864,Male,18,A,55,58,37,F
2865,Male,21,D,56,76,67,D
2866,Female,21,B,71,35,99,D
2867,Male,21,D,80,65,28,F
2868,Male,20,B,65,64,61,D
2869,Male,19,B,27,86,94,D
2870,Female,17,E,92,54,83,C
2871,Female,17,C,50,75,81,D
2872,Male,19,D,,68,58,C
2873,Female,18,E,93,80,76,B
2874,Female,19,B,85,27,73,D
2875,Female,21,D,,87,79,B
2876,Male,18,E,96,46,44,D
2877,Female,21,D,50,,41,F
2878,Male,17,D,33,50,96,F
2879,Male,18,E,55,52,69,F
2880,Female,21,E,46,46,93,D
2881,Female,17,D,70,33,55,F
2882,Male,21,B,45,44,62,F
2883,Female,20,D,35,97,25,F
2884,Female,18,B,87,42,93,C
2885,Male,17,A,90,39,76,D
2886,Male,17,E,97,43,38,F
2887,Male,21,A,75,27,87,D
2888,Male,17,C,96,58,93,B
2889,Female,19,E,94,82,36,C
2890,Female,18,C,92,91,78,B
2891,Female,21,A,28,66,,F
2892,Female,17,D,69,39,31,F
2893,Female,18,C,56,86,,C
2894,Male,18,D,88,76,89,B
2895,Female,17,B,72,,64,F
2896,Male,17,E,28,92,44,F
2897,Female,19,A,92,42,70,D
2898,Male,21,A,61,49,52,F
2899,Female,21,E,52,29,75,F
2900,Female,20,E,80,78,96,B
2901,Male,21,A,46,81,74,D
2902,Female,19,E,79,81,87,B
2903,Male,19,C,69,50,97,C
2904,Female,19,E,86,43,42,F
2905,Male,17,E,25,75,37,F
2906,Male,20,B,66,71,55,D
2907,Male,18,E,31,66,75,F
2908,Male,19,E,,43,71,F
2909,Male,21,B,54,35,35,F
2910,Female,20,B,35,59,91,D
2911,Male,20,A,98,48,76,C
2912,Male,20,D,65,75,67,D
2913,Male,20,B,39,68,31,F
2914,Male,18,E,68,50,28,F
2915,Female,18,C,37,26,38,F
2916,Female,19,B,57,30,98,D
2917,Male,18,E,31,27,55,F
2918,Male,18,B,95,82,88,B
2919,Male,21,B,73,,68,C
2920,Female,17,B,75,66,,F
2921,Male,20,E,39,25,85,F
2922,Female,19,B,49,78,87,C
2923,Male,17,B,84,82,64,C
2924,Female,20,D,67,69,53,D
2925,Male,19,E,87,92,,C
2926,Male,18,B,38,76,33,F
2927,Female,18,D,95,94,76,B
2928,Female,21,D,57,45,75,F
2929,Male,18,E,49,75,77,D
2930,Male,19,E,85,52,44,D
2931,Male,18,B,60,37,39,F
2932,Female,20,D,71,,58,D
2933,Female,18,D,46,43,38,F
2934,Female,19,B,57,63,30,F
2935,Female,19,A,26,34,77,F
2936,Male,19,B,40,29,83,F
2937,Male,18,A,12,32,81,F
2938,Male,21,E,97,69,59,C
2939,Female,20,C,80,48,82,C
2940,Male,19,B,52,,34,F
2941,Male,17,B,79,88,67,C
2942,Female,20,B,53,64,32,F
2943,Female,20,B,62,82,96,B
2944,Male,20,D,25,90,89,D
2945,Male,19,D,93,,30,D
2946,Male,19,E,98,37,94,C
2947,Female,21,C,31,63,35,F
2948,Female,17,C,,71,78,D
2949,Male,21,C,45,75,64,D
2950,Female,18,C,71,85,76,C
2951,Female,20,A,34,34,86,F
2952,Female,19,C,66,69,60,D
2953,Male,18,D,84,47,29,F
2954,Male,21,D,75,88,81,B
2955,Female,19,B,74,74,82,C
2956,Male,17,D,31,70,70,F
2957,Female,17,B,12,89,51,F
2958,Female,18,D,63,45,,D
2959,Female,20,D,74,28,30,F
2960,Female,20,A,87,68,37,D
2961,Female,20,A,80,96,97,A
2962,Female,21,B,32,79,66,F
2963,Female,19,B,75,73,44,D
2964,Female,20,A,74,45,40,F
2965,Female,21,C,25,56,27,F
2966,Male,17,C,78,,50,F
2967,Male,19,D,82,59,36,F
2968,Female,19,D,48,28,45,F
2969,Female,18,D,53,46,32,F
2970,Male,19,C,44,68,27,F
2971,Female,19,B,35,72,36,F
2972,Male,18,C,34,54,58,F
2973,Female,20,B,60,42,91,D
2974,Female,21,E,39,63,54,F
2975,Male,21,C,56,97,,F
2976,Female,19,B,44,89,44,F
2977,Female,21,D,52,80,59,D
2978,Female,17,D,100,79,60,C
2979,Male,20,B,66,27,89,D
2980,Male,17,D,96,76,71,B
2981,Male,21,C,64,92,34,D
2982,Female,17,C,84,50,58,D
2983,Male,17,E,32,80,29,F
2984,Male,20,A,41,96,26,F
2985,Male,17,A,61,85,66,C
2986,Male,20,C,57,89,53,D
2987,Female,20,B,14,72,59,D
2988,Female,17,A,90,30,98,C
2989,Male,20,A,39,30,86,F
2990,Male,18,E,65,58,61,D
2991,Female,21,D,28,92,,C
2992,Female,21,D,53,86,56,D
2993,Male,20,D,29,77,42,F
2994,Female,18,B,33,37,50,F
2995,Male,19,E,99,96,88,A
2996,Female,21,A,30,96,98,C
2997,Female,17,A,33,93,53,F
2998,Female,18,B,89,29,63,D
2999,Male,19,A,87,35,45,F
3000,Male,17,E,37,83,76,D
3001,Male,19,D,86,100,,B
3002,Male,18,B,59,69,89,C
3003,Female,20,B,58,49,29,F
3004,Male,17,E,66,,41,F
3005,Male,18,E,51,94,67,C
3006,Male,20,E,70,33,88,D
3007,Male,18,D,38,96,34,F
3008,Male,17,D,66,32,28,F
3009,Female,21,A,79,37,86,D
3010,Male,19,C,85,93,99,A
3011,Male,21,C,36,85,50,F
3012,Male,19,E,95,100,56,B
3013,Male,19,D,82,78,54,C
3014,Male,17,D,29,55,34,F
3015,Female,17,C,39,32,94,F
3016,Male,21,D,26,67,60,F
3017,Male,18,B,57,18,42,F
3018,Male,18,A,45,39,75,F
3019,Male,19,B,42,77,91,C
3020,Male,20,E,33,71,,F
3021,Male,19,A,,44,34,F
3022,Male,17,E,52,28,51,F
3023,Male,18,D,93,,56,C
3024,Male,21,D,77,93,63,C
3025,Female,17,A,92,,82,B
3026,Male,20,A,65,63,34,F
3027,Male,21,B,96,99,55,B
3028,Female,18,E,28,40,77,F
3029,Male,18,D,68,50,69,D
3030,Female,19,C,66,40,60,F
3031,Male,18,A,63,76,52,D
3032,Female,19,B,100,56,43,D
3033,Female,18,D,94,88,51,C
3034,Male,17,C,28,66,37,F
3035,Female,20,A,62,97,42,D
3036,Male,21,B,90,95,47,C
3037,Female,20,D,62,39,81,D
3038,Female,17,A,88,56,51,D
3039,Male,17,D,25,56,79,F
3040,Male,19,D,57,56,76,D
3041,Female,18,D,,72,76,C
3042,Male,19,E,97,57,75,C
3043,Male,20,A,47,55,40,F
3044,Female,20,E,84,70,94,B
3045,Female,20,E,28,28,62,F
3046,Male,20,C,81,31,72,D
3047,Female,17,D,70,31,58,F
3048,Female,17,A,36,47,60,F
3049,Male,17,D,95,37,97,C
3050,Female,17,C,46,47,25,F
3051,Male,17,B,67,83,34,D
3052,Male,19,A,43,34,60,F
3053,Male,17,B,99,41,61,D
3054,Female,21,B,86,40,,C
3055,Male,17,D,46,83,26,F
3056,Female,17,D,37,27,99,F
3057,Male,20,E,100,93,74,B
3058,Male,21,D,92,100,73,B
3059,Female,19,A,97,90,75,B
3060,Male,19,A,69,65,72,D
3061,Male,20,D,26,38,26,F
3062,Female,19,A,55,53,59,F
3063,Male,18,C,67,29,92,D
3064,Female,17,B,65,30,,F
3065,Female,18,B,97,49,32,F
3066,Male,19,C,52,68,37,F
3067,Male,17,E,36,43,,F
3068,Female,19,B,48,,47,D
3069,Female,20,E,93,47,,D
3070,Male,17,C,45,47,85,F
3071,Female,18,B,25,81,87,D
3072,Male,18,A,100,,95,A
3073,Female,18,D,29,62,71,F
3074,Female,21,B,58,87,83,C
3075,Female,21,D,31,40,58,F
3076,Female,20,D,86,,49,D
3077,Male,19,B,36,98,35,F
3078,Male,18,C,46,43,62,F
3079,Male,18,E,91,27,64,D
3080,Male,18,E,39,33,34,F
3081,Male,20,A,70,85,87,B
3082,Female,17,E,94,56,72,C
3083,Female,21,E,37,38,81,F
3084,Male,20,B,39,26,83,F
3085,Female,19,B,80,35,27,F
3086,Male,21,B,69,90,81,B
3087,Female,21,E,,25,95,C
3088,Female,18,B,81,77,100,B
3089,Female,17,C,17,57,,F
3090,Female,18,D,38,39,42,F
3091,Male,17,A,100,58,61,C
3092,Female,20,E,80,59,100,C
3093,Male,21,D,34,,57,F
3094,Female,21,D,77,34,96,D
3095,Male,19,D,44,32,99,F
3096,Male,19,D,99,73,29,D
3097,Female,19,D,66,,95,B
3098,Male,21,C,82,75,80,C
3099,Male,18,A,95,88,84,B
3100,Female,17,C,46,36,92,F
3101,Male,20,B,48,87,83,C
3102,Female,18,A,43,41,82,F
3103,Male,17,B,34,74,45,F
3104,Female,17,A,47,72,98,C
3105,Female,17,E,45,63,62,F
3106,Male,18,A,65,30,43,F
3107,Female,18,A,94,41,81,C
3108,Female,20,E,100,33,56,D
3109,Male,20,E,54,84,39,F
3110,Male,20,E,31,27,27,F
3111,Male,17,D,95,33,38,F
3112,Male,18,A,29,91,98,C
3113,Female,21,B,67,58,71,D
3114,Male,21,A,39,76,,F
3115,Female,17,B,94,80,5,C
3116,Male,18,E,46,89,37,F
3117,Female,18,B,34,95,86,C
3118,Female,19,C,50,53,85,D
3119,Male,21,C,,92,92,A
3120,Male,18,A,90,41,79,C
3121,Female,20,A,37,81,61,F
3122,Male,19,E,46,,56,F
3123,Female,18,D,43,75,,D
3124,Male,20,E,56,41,69,F
3125,Male,21,E,92,29,38,F
3126,Female,17,D,47,54,28,F
3127,Male,20,D,89,63,42,D
3128,Female,20,E,33,92,74,D
3129,Male,19,C,62,95,75,C
3130,Male,18,A,,48,85,D
3131,Female,20,B,56,80,25,F
3132,Female,20,D,32,90,52,F
3133,Male,19,B,85,85,92,B
3134,Female,21,E,58,30,72,F
3135,Female,19,E,73,79,31,D
3136,Male,17,B,,42,90,F
3137,Female,19,C,93,98,,A
3138,Female,21,C,96,84,62,B
3139,Female,21,E,58,98,64,C
3140,Female,19,C,68,29,75,F
3141,Female,18,A,46,59,38,F
3142,Female,20,B,30,34,51,F
3143,Male,18,C,51,81,42,F
3144,Male,18,A,80,54,34,F
3145,Male,19,E,83,58,28,F
3146,Female,18,A,77,40,46,F
3147,Male,17,A,26,70,52,F
3148,Female,18,B,44,62,53,F
3149,Female,20,E,93,45,55,D
3150,Female,17,E,75,33,72,D
3151,Male,19,D,82,28,58,F
3152,Male,21,E,54,60,86,D
3153,Female,20,E,33,29,25,F
3154,Male,19,E,77,100,49,C
3155,Male,18,D,2,31,,F
3156,Female,19,B,53,83,79,C
3157,Female,21,E,40,66,,F
3158,Male,20,D,76,42,30,F
3159,Female,17,D,36,,84,D
3160,Female,19,A,91,99,64,B
3161,Female,20,B,50,58,26,F
3162,Female,18,A,29,50,91,F
3163,Male,18,D,59,96,,D
3164,Male,20,C,79,44,61,D
3165,Male,20,E,77,59,42,F
3166,Male,17,B,,90,27,C
3167,Female,21,D,78,84,66,C
3168,Male,19,D,74,47,62,D
3169,Male,18,B,43,25,69,F
3170,Male,17,B,33,62,87,D
3171,Male,21,B,53,40,50,F
3172,Male,20,A,98,79,97,A
3173,Female,20,E,60,65,69,D
3174,Female,20,C,30,37,42,F
3175,Male,20,E,87,91,79,B
3176,Male,17,B,41,86,68,D
3177,Male,20,B,25,56,35,F
3178,Male,18,A,27,50,36,F
3179,Male,21,E,93,30,66,D
3180,Female,18,A,38,67,,D
3181,Male,19,E,,33,18,F
3182,Female,17,D,70,93,52,C
3183,Male,21,E,80,27,86,D
3184,Female,21,A,54,81,64,D
3185,Male,18,B,69,32,82,D
3186,Female,21,C,41,82,99,C
3187,Male,21,D,57,94,35,D
3188,Female,17,D,53,87,30,F
3189,Female,21,D,45,41,30,F
3190,Female,21,A,48,50,76,F
3191,Female,19,E,38,99,41,F
3192,Male,21,E,34,44,87,F
3193,Female,19,A,90,86,88,B
3194,Male,18,E,96,43,57,D
3195,Female,19,A,72,100,52,C
3196,Female,18,C,48,60,39,F
3197,Male,19,D,49,,43,F
3198,Female,18,B,70,,45,F
3199,Female,18,C,90,55,43,D
3200,Female,21,A,96,48,49,D
3201,Male,20,E,69,71,70,C
3202,Male,19,E,54,95,30,F
3203,Female,18,C,43,41,78,F
3204,Female,20,A,47,56,32,F
3205,Male,21,E,86,61,96,B
3206,Female,20,B,84,67,30,D
3207,Female,18,D,25,87,93,D
3208,Male,19,D,33,77,95,D
3209,Male,18,E,27,93,94,C
3210,Male,18,A,41,34,93,F
3211,Female,19,D,35,55,32,F
3212,Male,19,B,75,67,36,F
3213,Male,21,A,28,45,39,F
3214,Male,19,C,79,78,,D
3215,Female,20,C,78,52,35,F
3216,Male,20,A,43,46,70,F
3217,Female,19,A,29,61,50,F
3218,Male,19,E,33,51,65,F
3219,Female,18,E,,67,88,C
3220,Female,17,B,56,98,60,C
3221,Male,17,E,,73,86,B
3222,Female,17,B,86,60,31,F
3223,Male,20,C,41,41,58,F
3224,Female,17,D,88,98,59,B
3225,Female,19,B,79,46,68,D
3226,Male,17,B,25,94,74,D
3227,Male,17,C,95,99,43,C
3228,Female,20,A,29,88,35,F
3229,Male,21,C,86,56,45,D
3230,Male,17,A,29,84,98,C
3231,Female,19,C,63,34,47,F
3232,Female,21,A,52,60,38,F
3233,Male,20,A,95,37,41,F
3234,Male,17,B,92,85,66,B
3235,Male,19,A,77,44,78,D
3236,Female,18,A,74,50,44,F
3237,Female,20,A,38,29,66,F
3238,Male,17,B,81,81,38,D
3239,Male,21,D,35,14,37,F
3240,Female,19,B,74,82,93,B
3241,Male,21,D,67,45,42,F
3242,Female,21,D,34,58,45,F
3243,Female,20,B,80,98,76,B
3244,Male,20,D,35,68,94,D
3245,Female,19,B,74,51,33,F
3246,Female,20,C,31,29,70,F
3247,Female,19,E,68,43,35,F
3248,Female,21,E,39,87,81,D
3249,Female,21,D,36,80,83,D
3250,Male,18,E,58,87,43,D
3251,Female,20,E,100,56,26,D
3252,Male,17,A,26,55,55,F
3253,Female,17,E,100,81,35,C
3254,Male,17,D,85,76,25,D
3255,Female,18,E,70,70,54,D
3256,Male,21,A,52,32,89,F
3257,Female,18,E,85,34,45,F
3258,Female,18,B,99,100,43,B
3259,Male,17,E,55,48,78,D
3260,Male,21,A,62,26,63,F
3261,Male,19,A,85,96,43,C
3262,Male,18,B,83,46,82,C
3263,Female,20,B,30,49,73,F
3264,Female,21,D,60,56,71,D
3265,Male,21,B,43,56,28,F
3266,Male,20,E,92,64,59,C
3267,Male,21,D,38,41,,F
3268,Male,17,D,53,43,41,F
3269,Female,21,A,83,59,75,C
3270,Male,17,A,47,56,47,F
3271,Female,20,A,47,,41,F
3272,Male,21,A,,86,88,B
3273,Male,18,E,80,37,39,F
3274,Female,18,C,36,98,88,C
3275,Male,19,C,63,32,56,F
3276,Female,18,A,67,86,,C
3277,Male,18,C,93,95,92,A
3278,Male,21,D,92,76,86,B
3279,Female,19,C,55,93,28,F
3280,Male,19,D,60,94,70,C
3281,Male,18,C,66,61,53,D
3282,Male,18,C,64,72,,F
3283,Male,18,A,37,56,78,F
3284,Male,17,C,60,77,,D
3285,Male,21,E,52,54,43,F
3286,Male,18,A,,32,51,F
3287,Male,18,B,49,69,87,D
3288,Male,19,C,79,87,68,C
3289,Male,18,B,33,38,46,F
3290,Male,20,A,30,,99,D
3291,Male,19,D,,70,52,D
3292,Female,21,B,34,21,,F
3293,Female,17,D,51,32,80,F
3294,Female,17,E,86,34,57,F
3295,Male,20,A,94,51,35,D
3296,Male,21,B,83,94,27,D
3297,Male,18,A,27,79,,D
3298,Male,18,E,43,,66,F
3299,Male,19,C,87,72,53,C
3300,Male,18,B,47,61,58,F
3301,Female,17,A,88,95,99,A
3302,Male,19,B,64,39,71,F
3303,Male,20,C,73,57,74,D
3304,Female,20,D,36,40,97,F
3305,Male,20,C,39,72,67,F
3306,Female,20,C,72,52,56,D
3307,Female,21,B,79,50,41,F
3308,Female,17,E,34,55,99,D
3309,Male,20,B,32,84,63,F
3310,Male,21,E,33,31,84,F
3311,Male,19,D,,39,40,F
3312,Female,21,E,86,89,58,C
3313,Male,17,D,25,94,67,D
3314,Female,18,C,33,40,89,F
3315,Male,20,E,64,41,38,F
3316,Male,19,E,76,69,60,D
3317,Female,21,E,46,70,49,F
3318,Male,19,A,69,81,90,B
3319,Male,21,B,49,63,87,D
